x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
0.33529991571318774,0.6149977958682735,0.35256339604435005,0.3686047649343093,0.4222159184024615,0.30678934446940775,0.3364321921154668,0.28152497183690983,0.19803694296338115,0.5115028410969052,0.11112889648062128,0.5120818364184796,0.9179358913828191,0.6072344742572624,0.3989311138538343,0.1104541103400189,0.427348680439809,0.31778260687019183,0.20181993898441447,0.30737845356479576
6.926787820041648,4.017758785480314,3.4833609455028256,3.0662763167089357,5.37636760750854,7.2932196644272365,2.731916447856535,6.058773088386607,1.9430648376412178,3.7601517695357205,9.275068459702993,5.1710325185259025,5.195403027563877,6.267628983695651,2.820670353232678,2.347166479147361,4.359446195541124,8.900609366676353,-2.1728657503813493,4.2171116811870695
5.586476188332871,9.955049145951243,6.803000649275712,2.2521872284882076,2.626078086154625,7.720829026028381,4.069162073081744,1.414252897712089,0.3493485415604205,5.500343116758641,7.699812933318928,2.7920287758881828,3.308026187469174,5.211921573655644,-0.43673707149485086,3.2550142601494945,0.49319076622807456,5.490614765196715,1.4867985381664581,5.91109286391508
7.037761605109271,5.900496987976233,3.598764334088553,3.370448324356635,5.64903480514548,4.82515760386553,4.426751224080812,9.944330671176559,2.93749427476906,1.5170421413964168,5.305906212926609,2.428357002962557,6.748052753875294,4.328055921125705,5.7176914103551155,3.7018225333249903,4.084876311231572,5.6839893080245485,-2.7474630780833897,7.247129816533998
7.278159985211593,5.425232097507954,5.9199490201863485,4.436050600260472,4.861111094977947,6.402653303816909,4.42534471149918,5.599502328951945,3.1419929669496107,7.8343113784146015,5.26376485797158,2.3901045740728715,4.210942267364686,5.872883034492159,3.3713858824900864,3.345927800902259,5.50293382427554,3.5232833046984613,2.0601653408714413,7.445411469536401
5.334519219162871,5.436038887996705,5.02370856630051,-1.504325300665628,1.1479628229413965,6.604394638767643,4.131549216154193,2.326240790574316,3.93254126144883,6.727325667291957,7.698888990398225,0.7745212955046104,4.108254229115998,1.0495938574422348,0.15455310293117597,1.4659244686724362,3.3841356523114103,7.804740617229662,4.964071014209164,3.5538088857295396
0.31542495048664154,0.2842474967057014,0.4234410897912857,0.41285019220162833,-0.2694541269513844,0.592674919916422,0.39969132757248943,0.005503008136024307,0.4840989292844092,0.6483735923698792,0.3975951755892136,0.7405105785636011,0.6805117737637106,0.5284134588238735,0.16302263866262426,0.23429247742366918,0.48333567679650696,0.7218678978093066,0.47616722840767245,0.24250922700542663
0.049745952553526644,0.7808010710425182,0.6266594696334743,-0.24161297241066468,-0.0380703632529138,0.42880738249982187,0.3972059894049656,0.28250451678281163,0.5759077009156517,0.49020171590212613,0.11465498727984427,0.7323519961285914,0.38521484445793,0.36950499814875293,0.1347731115354993,0.20422319893617466,0.46610457667733707,0.4607404323170245,0.29133675230815637,0.3315482053830462
-0.03699803093380802,0.5519458860712062,-0.09627951098658483,0.010314763821582404,0.3579909401918777,0.5543936793276389,0.32937620477720175,0.1894413125039995,0.4938068118063443,0.549300784004311,0.2151121349505454,0.6198748819067139,0.6735951042105123,0.32372715021544785,0.2679227603559569,0.3404105365682453,0.4000718352501378,0.7269881224526201,1.2049680724850682,0.11537123885828356
4.979271254850133,8.672799058340178,5.944264771885631,-0.6249736244878648,1.9717656053522359,5.39797729408669,2.5455123490029967,6.381149783611728,0.9901837846561041,1.5436838469411547,7.145236781376862,3.499039055331635,2.594340073176965,4.278614601522866,-0.4124356746803737,3.830889430298485,4.668746320365054,10.154402619918734,7.763529873001087,6.548516667726027
